adsh	cik	name	sic	countryba	stprba	cityba	zipba	bas1	bas2	baph	countryma	stprma	cityma	zipma	mas1	mas2	countryinc	stprinc	ein	former	changed	afs	wksi	fye	form	period	fy	fp	filed	accepted	prevrpt	detail	instance	nciks	aciks
0001140361-10-035178	1109448	ALLIANCEBERNSTEIN L.P.	6282	US	NY	NEW YORK	10105	1345 AVENUE OF THE AMERICAS		2129691000	US	NY	NEW YORK	10105	1345 AVENUE OF THE AMERICAS		US	DE	134064930	ALLIANCE CAPITAL MANAGEMENT L P	20000316	1-LAF	1	1231	10-Q/A	20100630	2010	Q2	20100826	2010-08-26 16:49:00.0	0	0	ablp-20100630.xml	1	
0001140361-10-035185	825313	ALLIANCEBERNSTEIN HOLDING L.P.	6282	US	NY	NEW YORK	10105	1345 AVE OF THE AMERICAS		2129691000	US	NY	NEW YORK	10105	1345 AVENUE OF THE AMERICAS		US	DE	133434400	ALLIANCE CAPITAL MANAGEMENT HOLDING LP	19991101	1-LAF	1	1231	10-Q/A	20100630	2010	Q2	20100826	2010-08-26 17:01:00.0	0	0	ab-20100630.xml	1	
0001193125-10-197793	764180	ALTRIA GROUP, INC.	2111	US	VA	RICHMOND	23230	6601 WEST BROAD STREET		(804) 274-2200	US	VA	RICHMOND	23230	6601 WEST BROAD STREET		US	VA	133260245	ALTRIA GROUP INC	20030127	1-LAF	1	1231	10-Q/A	20100630	2010	Q2	20100826	2010-08-26 09:56:00.0	0	1	mo-20100630.xml	1	
0001193125-10-197800	76334	PARKER HANNIFIN CORP	3490	US	OH	CLEVELAND	44124-4141	6035 PARKLAND BOULEVARD		2168963000	US	OH	CLEVELAND	44124-4141	6035 PARKLAND BOULEVARD		US	OH	340451060	PARKER APPLIANCE CO	19670907	1-LAF	1	0630	10-K	20100630	2010	FY	20100826	2010-08-26 10:03:00.0	0	1	ph-20100630.xml	1	
0001193125-10-198108	73124	NORTHERN TRUST CORP	6022	US	IL	CHICAGO	60603	50 S LASALLE ST		3126306000	US	IL	CHICAGO	60603	50 S LASALLE ST		US	DE	362723087	NORTRUST CORP	19780525	1-LAF	0	1231	10-Q/A	20100630	2010	Q2	20100826	2010-08-26 13:48:00.0	0	1	ntrs-20100630.xml	1	
0001193125-10-198338	1051470	CROWN CASTLE INTERNATIONAL CORP	4899	US	TX	HOUSTON	77057	1220 AUGUSTA DRIVE	SUITE 500	7135703000	US	TX	HOUSTON	77057	1220 AUGUSTA DRIVE	SUITE 500	US	DE	760470458			1-LAF	1	1231	10-Q/A	20100630	2010	Q2	20100826	2010-08-26 16:30:00.0	0	1	cci-20100630.xml	1	
0001206774-10-001891	21076	CLOROX CO /DE/	2842	US	CA	OAKLAND	94612-1888	THE CLOROX COMPANY	1221 BROADWAY	5102717000	US	CA	OAKLAND	94612-1305	P.O. BOX 24305		US	DE	310595760			1-LAF	1	0630	10-K	20100630	2010	FY	20100826	2010-08-25 20:30:00.0	0	1	clx-20100630.xml	1	
0000950123-10-081570	897429	CHICOS FAS INC	5621	US	FL	FT MYERS	33966-1206	11215 METRO PKWY		2392776200	US	FL	FT MYERS	33966-1206	11215 METRO PKY		US	FL	592389435			1-LAF	0	0131	10-Q	20100731	2010	Q2	20100827	2010-08-27 10:31:00.0	0	0	chs-20100731.xml	1	
0000950123-10-081597	1089063	DICKS SPORTING GOODS INC	5940	US	PA	PITTSBURGH	15275	200 INDUSTRY DR		4128090100							US	DE	161241537			1-LAF	1	0131	10-Q	20100731	2010	Q2	20100827	2010-08-27 11:23:00.0	0	0	dks-20100731.xml	1	
0000950123-10-081600	936340	DTE ENERGY CO	4911	US	MI	DETROIT	48226	ONE ENERGY PLAZA		3132354000	US	MI	DETROIT	48226	ONE ENERGY PLAZA		US	MI	383217752	DTE HOLDINGS INC	19950127	1-LAF	1	1231	10-Q/A	20100630	2010	Q2	20100827	2010-08-27 11:25:00.0	0	1	dte-20100630.xml	1	
0000950123-10-081603	109198	TJX COMPANIES INC /DE/	5651	US	MA	FRAMINGHAM	01701	770 COCHITUATE RD		508-390-2662	US	MA	FRAMINGHAM	01701	770 COCHITUATE ROAD		US	DE	042207613	ZAYRE CORP	19890625	1-LAF	1	0131	10-Q	20100731	2010	Q2	20100827	2010-08-27 11:30:00.0	0	1	tjx-20100731.xml	1	
0000950123-10-081607	863157	PETSMART INC	5990	US	AZ	PHOENIX	85027	19601 N 27TH AVE		6235806100	US	AZ	PHOENIX	85027	19601 N 27TH AVENUE		US	DE	943024325			1-LAF	1	0131	10-Q	20100731	2010	Q2	20100827	2010-08-27 11:32:00.0	0	0	petm-20100801.xml	1	
0001104659-10-046204	315189	DEERE & CO	3523	US	IL	MOLINE	61265-8098	ONE JOHN DEERE PLACE		(309) 765-4968	US	IL	MOLINE	61265-8098	ONE JOHN DEERE PLACE		US	DE	362382580			1-LAF	0	1031	10-Q	20100731	2010	Q3	20100827	2010-08-27 10:01:00.0	0	1	de-20100731.xml	1	
0001104659-10-046222	27419	TARGET CORP	5331	US	MN	MINNEAPOLIS	55403	1000 NICOLLET MALL		6123046073	US	MN	MINNEAPOLIS	55403	1000 NICOLLET MALL		US	MN	410215170	DAYTON HUDSON CORP	19920703	1-LAF	0	0131	10-Q	20100731	2010	Q2	20100827	2010-08-27 11:08:00.0	0	1	tgt-20100731.xml	1	
0001193125-10-198765	832988	SIGNET JEWELERS LTD	5944	BM		HAMILTON	HM11	CLARENDON HOUSE	2 CHURCH STREET	44-207-317-9700	GB		LONDON	W1F9JG	C/O 15 GOLDEN SQUARE				000000000	SIGNET GROUP PLC	19931213	1-LAF	0	0131	10-Q	20100731	2010	Q2	20100827	2010-08-27 07:08:00.0	0	0	sig-20100731.xml	1	
0001193125-10-199061	1413329	PHILIP MORRIS INTERNATIONAL INC.	2111	US	NY	NEW YORK	10017	120 PARK AVENUE		(917) 663-2000	US	NY	NEW YORK	10017	120 PARK AVENUE		US	VA	133435103			1-LAF	0	1231	10-Q/A	20100630	2010	Q2	20100827	2010-08-27 10:10:00.0	0	1	pm-20100630.xml	1	
0001193125-10-199141	60086	LOEWS CORP	6331	US	NY	NEW YORK	10065-8087	667 MADISON AVE		212-521-2000	US	NY	NEW YORK	10065-8087	667 MADISON AVE		US	DE	132646102			1-LAF	0	1231	10-Q/A	20100630	2010	Q2	20100827	2010-08-27 11:15:00.0	0	1	l-20100630.xml	1	
0001193125-10-199317	1108426	PNM RESOURCES INC	4911	US	NM	ALBUQUERQUE	87158	ALVARADO SQUARE	NEW MEXICO	5052412700	US	NM	ALBUQUERQUE	87158	ALVARADO SQUARE		US	NM	850019030	MANZANO CORP	20000303	1-LAF	0	1231	10-Q/A	20100630	2010	Q2	20100827	2010-08-27 13:46:00.0	0	0	pnm-20100630.xml	1	
0001193125-10-199409	1095600	BLUE COAT SYSTEMS INC	3572	US	CA	SUNNYVALE	94085	420 NORTH MARY AVENUE		4082202200	US	CA	SUNNYVALE	94085	420 NORTH MARY AVENUE		US	DE	911715963	CACHEFLOW INC	19990923	1-LAF	0	0430	10-Q	20100731	2011	Q1	20100827	2010-08-27 15:08:00.0	0	0	bcsi-20100731.xml	1	
0001193125-10-199642	23666	SARA LEE CORP	2000	US	IL	DOWNERS GROVE	60515	3500 LACEY ROAD		6305986000	US	IL	DOWNERS GROVE	60515	3500 LACEY ROAD		US	MD	362089049	LEE SARA CORP	19920703	1-LAF	1	0630	10-K	20100630	2010	FY	20100827	2010-08-27 17:14:00.0	0	1	sle-20100703.xml	1	
0000007084-10-000043	7084	ARCHER DANIELS MIDLAND CO	2070	US	IL	DECATUR	62526	4666 FARIES PKWY		2174244798	US	IL	DECATUR	62526	4666 FARIES PKWY		US	DE	410129150			1-LAF	1	0630	10-K	20100630	2010	FY	20100830	2010-08-27 21:06:00.0	0	1	adm-20100630.xml	1	
0000950123-10-082183	1417398	HILLENBRAND, INC.	3990	US	IN	BATESVILLE	47006	ONE BATESVILLE BOULEVARD		(812)931-2304	US	IN	BATESVILLE	47006	ONE BATESVILLE BOULEVARD		US	IN	261342272	BATESVILLE HOLDINGS, INC.	20071102	1-LAF	0	0930	10-Q/A	20100630	2010	Q3	20100830	2010-08-30 15:24:00.0	0	0	hi-20100630.xml	1	
0000950123-10-082207	202058	HARRIS CORP /DE/	3812	US	FL	MELBOURNE	32919	1025 W NASA BLVD		3217279100	US	FL	MELBOURNE	32919	1025 W NASA BLVD		US	DE	340276860	HARRIS SEYBOLD CO	19600201	1-LAF	1	0630	10-K	20100630	2010	FY	20100830	2010-08-30 15:45:00.0	0	1	hrs-20100702.xml	1	
0001045810-10-000029	1045810	NVIDIA CORP	3674	US	CA	SANTA CLARA	95050	2701 SAN TOMAS EXPRESSWAY		408-486-2000	US	CA	SANTA CLARA	95050	2701 SAN TOMAS EXPRESSWAY		US	DE	943177549	NVIDIA CORP/DE	20020612	1-LAF	1	1231	10-Q	20100731	2010	Q3	20100830	2010-08-30 16:18:00.0	0	1	nvda-20100801.xml	1	
0000060667-10-000159	60667	LOWES COMPANIES INC	5211	US	NC	MOORESVILLE	28117	1000 LOWE'S BLVD.		7047581000	US	NC	MOORESVILLE	28115	P.O. BOX 1000		US	NC	560578072			1-LAF	1	0131	10-Q	20100731	2010	Q2	20100831	2010-08-31 16:33:00.0	0	1	low-20100730.xml	1	
0000950123-10-082514	96021	SYSCO CORP	5140	US	TX	HOUSTON	77077	1390 ENCLAVE PKWY		281-584-1390	US	TX	HOUSTON	77077	1390 ENCLAVE PKWY		US	DE	741648137			1-LAF	1	0630	10-K	20100630	2010	FY	20100831	2010-08-31 08:02:00.0	0	1	syy-20100703.xml	1	
0001193125-10-201829	893949	MEDNAX, INC.	8060	US	FL	SUNRISE	33323	1301 CONCORD TERRACE		9543840175	US	FL	SUNRISE	33323	1301 CONCORD TERRACE		US	FL	650271219	PEDIATRIX MEDICAL GROUP INC	19950801	1-LAF	0	1231	10-Q/A	20100630	2010	Q2	20100831	2010-08-31 16:34:00.0	0	0	md-20100630.xml	1	
0000019353-10-000046	19353	CHARMING SHOPPES INC	5621	US	PA	BENSALEM	19020	450 WINKS LANE		2152459100	US	PA	BENSALEM	19020	450 WINKS LANE		US	PA	231721355			1-LAF	0	0131	10-Q	20100731	2010	Q2	20100901	2010-09-01 08:58:00.0	0	0	chrs-20100731.xml	1	
0000922224-10-000091	922224	PPL CORP	4911	US	PA	ALLENTOWN	18101-1179	TWO N NINTH ST		610-774-5151	US	PA	ALLENTOWN	18101-1179	TWO N NINTH ST				232758192	PPL CORP	20000214	1-LAF	1	1231	10-Q/A	20100630	2010	Q2	20100901	2010-09-01 13:12:00.0	0	1	ppl-20100630.xml	1	
0000950123-10-082818	356213	PINNACLE ENTERTAINMENT INC.	7990	US	NV	LAS VEGAS	89148	8918 SPANISH RIDGE AVENUE		702-541-7777	US	NV	LAS VEGAS	89148	8918 SPANISH RIDGE AVENUE		US	DE	953667491	PINNACLE ENTERTAINMENT INC	20000225	1-LAF	0	1231	10-Q/A	20100630	2010	Q2	20100901	2010-08-31 21:52:00.0	1	0	pnk-20100630.xml	1	
0000950123-10-082884	46640	HEINZ H J CO	2030	US	PA	PITTSBURGH	15222-5448	1 PPG PLACE	SUITE 3100	4124565700	US	PA	PITTSBURGH	15230	P O BOX 57	P O BOX 57	US	PA	250542520			1-LAF	1	0430	10-Q	20100731	2011	Q1	20100901	2010-09-01 10:31:00.0	0	1	hnz-20100728.xml	1	
0000950123-10-083010	826083	DELL INC	3571	US	TX	ROUND ROCK	78682-2244	ONE DELL WAY	STED	5127284737	US	TX	ROUND ROCK	78682	ONE DELL WAY		US	DE	742487834	DELL COMPUTER CORP	19920703	1-LAF	1	0131	10-Q/A	20100731	2010	Q2	20100901	2010-09-01 14:15:00.0	0	1	dell-20100730.xml	1	
0000950123-10-083078	1453090	WEATHERFORD INTERNATIONAL LTD./SWITZERLAND	1381	US	TX	HOUSTON	77027	515 POST OAK BLVD.		(713) 693-4000	US	TX	HOUSTON	77027	515 POST OAK BLVD.		CH		000000000			1-LAF	1	1231	10-Q/A	20100630	2010	Q2	20100901	2010-09-01 16:26:00.0	1	1	wft-20100630.xml	1	
0001133796-10-000293	46619	HEICO CORP	3724	US	FL	HOLLYWOOD	33021	3000 TAFT ST		954-987-4000	US	FL	HOLLYWOOD	33021	3000 TAFT STREET		US	FL	650341002	HEINICKE INSTRUMENTS CO	19860417	1-LAF	0	1031	10-Q	20100731	2010	Q3	20100901	2010-09-01 16:49:00.0	0	0	hei-20100731.xml	1	
0001193125-10-202279	769397	AUTODESK INC	7372	US	CA	SAN RAFAEL	94903	111 MCINNIS PKWY		4155075000	US	CA	SAN RAFAEL	94903	111 MCINNIS PKWY		US	DE	942819853			1-LAF	0	0131	10-Q	20100731	2010	Q2	20100901	2010-09-01 07:01:00.0	0	1	adsk-20100731.xml	1	
0001193125-10-202438	812900	SAKS INC	5311	US	NY	NEW YORK	10017	12 EAST 49TH STREET		(212) 940-5305	US	NY	NEW YORK	10017	12 EAST 49TH STREET		US	TN	620331040	PROFFITTS INC	19920703	1-LAF	0	0131	10-Q	20100731	2010	Q2	20100901	2010-09-01 10:31:00.0	0	0	sks-20100731.xml	1	
0001193125-10-202719	1261694	TESSERA TECHNOLOGIES INC	3674	US	CA	SAN JOSE	95134	3025 ORCHARD PARKWAY		4083216000	US	CA	SAN JOSE	95134	3025 ORCHARD PARKWAY		US	DE	161620029			1-LAF	0	1231	10-Q/A	20100630	2010	Q2	20100901	2010-09-01 14:55:00.0	0	0	tsra-20100630.xml	1	
0001193125-10-202779	104169	WAL MART STORES INC	5331	US	AR	BENTONVILLE	72716	702 SOUTHWEST 8TH ST		5012734000	US	AR	BENTONVILLE	72716	702 SOUTHWEST 8TH STREET		US	DE	710415188			1-LAF	0	0131	10-Q	20100731	2010	Q2	20100901	2010-09-01 15:50:00.0	0	1	wmt-20100731.xml	1	
0001193125-10-202839	790703	TECH DATA CORP	5045	US	FL	CLEARWATER	33760	5350 TECH DATA DR		7275397429	US	FL	CLEARWATER	33760	5350 TECH DATA DRIVE		US	FL	591578329			1-LAF	0	0131	10-Q	20100731	2010	Q2	20100901	2010-09-01 16:30:00.0	0	0	tecd-20100731.xml	1	
0000014693-10-000094	14693	BROWN FORMAN CORP	2080	US	KY	LOUISVILLE	40210	850 DIXIE HWY		5025851100	US	KY	LOUISVILLE	40201	P O BOX 1080		US	DE	610143150	BROWN FORMAN INC	19870816	1-LAF	1	0430	10-Q	20100731	2011	Q1	20100902	2010-09-02 16:30:00.0	0	0	bfa-20100731.xml	1	
0000101778-10-000054	101778	MARATHON OIL CORP	2911	US	TX	HOUSTON	77253-3128	P O BOX 3128		7136296600	US	TX	HOUSTON	77056	5555 SAN FELIPE ROAD		US	DE	250996816	USX CORP	19920703	1-LAF	1	1231	10-Q/A	20100630	2010	Q2	20100902	2010-09-02 14:09:00.0	0	1	mro-20100630.xml	1	
0000737758-10-000030	737758	TORO CO	3524	US	MN	BLOOMINGTON	55420-1196	8111 LYNDALE AVE SOUTH		6128888801	US	MN	BLOOMINGTON	55420	8111 LYNDALE AVENUE SOUTH		US	DE	410580470	TORO CO/DE	19920703	1-LAF	0	1031	10-Q	20100731	2010	Q3	20100902	2010-09-02 11:46:00.0	0	0	ttc-20100730.xml	1	
0000950123-10-083149	36270	M&T BANK CORP	6022	US	NY	BUFFALO	14203	C/O CORPORATE REPORTING	ONE M&T PLAZA 5TH FLOOR	7168425390	US	NY	BUFFALO	14203	C/O CORPORAE REPORTING	ONE M&T PLAZA 5TH FLR	US	NY	160968385	FIRST EMPIRE STATE CORP	19920703	1-LAF	1	1231	10-Q/A	20100630	2010	Q2	20100902	2010-09-01 18:14:00.0	0	1	mtb-20100630.xml	1	
0000950123-10-083320	1060232	COLLECTIVE BRANDS, INC.	5661	US	KS	TOPEKA	66607-2207	3231 SOUTH EAST SIXTH STREET		7852335171	US	KS	TOPEKA	66607-2207	3231 S E 6TH ST		US	DE	431813160	PAYLESS SHOESOURCE INC /DE/	19980903	1-LAF	1	0131	10-Q	20100731	2010	Q2	20100902	2010-09-02 13:19:00.0	0	0	pss-20100731.xml	1	
0001104659-10-047126	28917	DILLARDS INC	5311	US	AR	LITTLE ROCK	72201	1600 CANTRELL RD		5013765200							US	DE	710388071	DILLARD DEPARTMENT STORES INC	19920703	1-LAF	0	0131	10-Q	20100731	2010	Q2	20100902	2010-09-02 15:52:00.0	0	0	dds-20100731.xml	1	
0001193125-10-203651	62709	MARSH & MCLENNAN COMPANIES, INC.	6411	US	NY	NEW YORK	10036	1166 AVENUE OF THE AMERICAS		2123455000	US	NY	NEW YORK	10036	1166 AVENUE OF THE AMERICAS		US	DE	362668272	MARSH & MCLENNAN COMPANIES INC	19920703	1-LAF	0	1231	8-K	20091231	2009	FY	20100902	2010-09-02 12:20:00.0	1	0	mmc-20100902.xml	1	
0001193125-10-203807	1352341	VERIGY LTD.	3674	SG		SINGAPORE	768923	NO. 1 YISHUN AVE. 7		650-752-5503	SG		SINGAPORE	768923	NO. 1 YISHUN AVE. 7		SG		000000000	VERIGY PTE. LTD.	20060206	1-LAF	0	1031	10-Q	20100731	2010	Q3	20100902	2010-09-02 15:00:00.0	0	0	vrgy-20100731.xml	1	
0001193125-10-203886	721371	CARDINAL HEALTH INC	5122	US	OH	DUBLIN	43017	7000 CARDINAL PLACE		6147573033	US	OH	DUBLIN	43017	7000 CARDINAL PLACE		US	OH	310958666	CARDINAL DISTRIBUTION INC	19920703	1-LAF	1	0630	10-K/A	20100630	2010	FY	20100902	2010-09-02 16:04:00.0	0	1	cah-20100630.xml	1	
0001193125-10-203888	92230	BB&T CORP	6021	US	NC	WINSTON-SALEM	27101	200 WEST SECOND STREET		3367332000	US	NC	WINSTON-SALEM	27101	200 WEST SECOND STREET		US	NC	560939887	SOUTHERN NATIONAL CORP /NC/	19920703	1-LAF	0	1231	10-Q/A	20100630	2010	Q2	20100902	2010-09-02 16:05:00.0	0	1	bbt-20100630.xml	1	
0001193125-10-203890	1009626	BROCADE COMMUNICATIONS SYSTEMS INC	3577	US	CA	SAN JOSE	95134-1376	130 HOLGER WAY		(408) 333-8000	US	CA	SAN JOSE	95134-1376	130 HOLGER WAY		US	DE	770409517			1-LAF	0	1031	10-Q	20100731	2010	Q3	20100902	2010-09-02 16:06:00.0	0	0	brcd-20100731.xml	1	
0001193125-10-203898	354950	HOME DEPOT INC	5211	US	GA	ATLANTA	30339-4024	2455 PACES FERRY ROAD		770-433-82	US	GA	ATLANTA	30339-4024	2455 PACES FERRY ROAD		US	DE	953261426			1-LAF	0	0131	10-Q	20100731	2010	Q2	20100902	2010-09-02 16:09:00.0	0	1	hd-20100801.xml	1	
0001193125-10-203902	1279228	ATLAS ENERGY, INC.	4922	US	PA	MOONTOWNSHIP	15108	WESTPOINTE CORPORATE CENTER ONE	1550 CORAOPOLIS HEIGHTS RD. 2ND. FLOOR	412-262-2830	US	PA	MOONTOWNSHIP	15108	WESTPOINTE CORPORATE CENTER ONE	1550 CORAOPOLIS HEIGHTS RD. 2ND. FLOOR	US	DE	510404430	ATLAS AMERICA INC	20040209	1-LAF	0	1231	10-Q/A	20100630	2010	Q2	20100902	2010-09-02 16:10:00.0	0	0	atls-20100630.xml	1	
0001193125-10-203979	1401106	MF GLOBAL HOLDINGS LTD.	6200	US	NY	NEW YORK	10022	717 FIFTH AVENUE	9TH FLOOR	(212) 598-6200	US	NY	NEW YORK	10022	717 FIFTH AVENUE	9TH FLOOR	US	DE	980551260	MF GLOBAL LTD.	20070525	1-LAF	0	0331	10-Q/A	20100630	2010	Q1	20100902	2010-09-02 16:49:00.0	0	0	mf-20100630.xml	1	
0001387131-10-000959	98246	TIFFANY & CO	5944	US	NY	NEW YORK	10022	727 FIFTH AVE		2122305321	US	NY	NEW YORK	10022	727 FIFTH AVENUE		US	DE	133228013			1-LAF	1	0131	10-Q	20100731	2010	Q2	20100902	2010-09-01 17:35:00.0	0	0	tif-20100731.xml	1	
0000065984-10-000168	65984	ENTERGY CORP /DE/	4911	US	LA	NEW ORLEANS	70113	639 LOYOLA AVE		5045764000	US	LA	NEW ORLEANS	70161	PO BOX 61000		US	DE	721229752	ENTERGY CORP /FL/	19940329	1-LAF	1	1231	10-Q/A	20100630	2010	Q2	20100903	2010-09-02 21:14:00.0	0	1	etr-20100630.xml	1	
0000074260-10-000086	74260	OLD REPUBLIC INTERNATIONAL CORP	6351	US	IL	CHICAGO	60601	307 N MICHIGAN AVE		3123468100	US	IL	CHICAGO	60601	307 N MICHIGAN AVE		US	DE	362678171			1-LAF	1	1231	10-Q/A	20100630	2010	Q2	20100903	2010-09-03 14:53:00.0	0	0	ori-20100630.xml	1	
0000082811-10-000043	82811	REGAL BELOIT CORP	3621	US	WI	BELOIT	53511	200 STATE ST		6083648800	US	WI	BELOIT	53511-6254	200 STATE STREET		US	WI	390875718	BELOIT TOOL CORP	19730522	1-LAF	1	1231	10-Q/A	20100630	2010	Q2	20100903	2010-09-03 16:46:00.0	0	0	rbc-20100703.xml	1	
0000930413-10-004738	722104	SAVIENT PHARMACEUTICALS INC	2833	US	NJ	EAST BRUNSWICK	08816	ONE TOWER CENTER		7324189300	US	NJ	EAST BRUNSWICK	08816	ONE TOWER CENTER		US	DE	133033811	BIO TECHNOLOGY GENERAL CORP	19920703	1-LAF	1	1231	10-Q/A	20100630	2010	Q2	20100903	2010-09-03 15:59:00.0	0	0	svnt-20100630.xml	1	
0000949377-10-000343	1264755	NEWALLIANCE BANCSHARES INC	6021	US	CT	NEW HAVEN	06510	195 CHURCH STREET		203-789-2639	US	CT	NEW HAVEN	06510	195 CHURCH STREET				522407114	NEW ALLIANCE BANCSHARES INC	20030925	1-LAF	0	1231	10-Q/A	20100630	2010	Q2	20100903	2010-09-03 17:01:00.0	0	0	nal-20100630.xml	1	
0000950123-10-083677	771497	ABM INDUSTRIES INC /DE/	7340	US	NY	NEW YORK	10176	551 FIFTH AVENUE	SUITE 300	212 297-0200	US	NY	NEW YORK	10176	551 FIFTH AVENUE	SUITE 300	US	DE	941369354	ABM INDUSTRIES INC	19950110	1-LAF	1	1031	10-Q	20100731	2010	Q3	20100903	2010-09-03 10:41:00.0	0	0	abm-20100731.xml	1	
0000950123-10-083682	895417	EQUITY LIFESTYLE PROPERTIES INC	6798	US	IL	CHICAGO	60606	TWO N RIVERSIDE PLZ	STE 800	3122791400	US	IL	CHICAGO	60606	TWO N RIVERSIDE PLAZE		US	MD	363857664	MANUFACTURED HOME COMMUNITIES INC	19940218	1-LAF	1	1231	10-Q/A	20100630	2010	Q2	20100903	2010-09-03 10:49:00.0	0	0	els-20100630.xml	1	
0000950123-10-083815	1124827	UTI WORLDWIDE INC	4731	US	CA	LONG BEACH	90802	C/O UTI, SERVICES, INC.	100 OCEANGATE, SUITE 1500	562-552-9400	US	CA	LONG BEACH	90802	C/O UTI, SERVICES, INC.	100 OCEANGATE, SUITE 1500	VG		000000000	C/O UTI, SERVICES, INC.	20040917	1-LAF	1	0131	10-Q	20100731	2010	Q2	20100903	2010-09-03 15:29:00.0	0	0	utiw-20100731.xml	1	
0000950123-10-083841	6951	APPLIED MATERIALS INC /DE	3674	US	CA	SANTA CLARA	95054-3299	3050 BOWERS AVE		4087275555	US	CA	SANTA CLARA	95054-3299	3050 BOWERS AVE		US	DC	941655526	APPLIED MATERIALS TECHNOLOGY INC	19730319	1-LAF	1	1031	10-Q	20100731	2010	Q3	20100903	2010-09-03 16:06:00.0	0	1	amat-20100801.xml	1	
0001047469-10-007879	946581	TAKE TWO INTERACTIVE SOFTWARE INC	7372	US	NY	NEW YORK	10012	622 BROADWAY		646 536 2842	US	NY	NEW YORK	10012	622 BROADWAY		US	DE	510350842			1-LAF	0	1031	10-Q	20100731	2010	Q3	20100903	2010-09-03 07:06:00.0	0	0	ttwo-20100731.xml	1	
0001047469-10-007888	1168054	CIMAREX ENERGY CO	1311	US	CO	DENVER	80203-4518	1700 LINCOLN STREET	SUITE 1800	303-295-3995	US	CO	DENVER	80203-4518	1700 LINCOLN STREET	SUITE 1800	US	DE	450466694	HELMERICH & PAYNE EXPLORATION & PRODUCTION CO	20020222	1-LAF	1	1231	10-K/A	20091231	2009	FY	20100903	2010-09-03 11:31:00.0	0	0	xec-20091231.xml	1	
0001104659-10-047199	1041859	CHILDRENS PLACE RETAIL STORES INC	5651	US	NJ	SECAUCUS	07094	500 PLAZA DRIVE		2015582400	US	NJ	SECAUCUS	07094	500 PLAZA DRIVE				311241495			1-LAF	0	0131	10-Q	20100731	2010	Q2	20100903	2010-09-03 08:35:00.0	0	0	plce-20100731.xml	1	
0001104659-10-047204	48465	HORMEL FOODS CORP /DE/	2011	US	MN	AUSTIN	55912-3680	1 HORMEL PL		(507) 437-5611	US	MN	AUSTIN	55912-3680	1 HORMEL PLACE		US	DE	410319970	HORMEL GEO A & CO	19920703	1-LAF	0	1031	10-Q	20100731	2010	Q3	20100903	2010-09-03 09:10:00.0	0	0	hrl-20100725.xml	1	
0001140361-10-036159	801898	JOY GLOBAL INC	3532	US	WI	MILWAUKEE	53201-0554	100 EAST WISCONSIN AVE SUITE 2780		4144866400	US	WI	MILWAUKEE	53201-0554	100 EAST WISCONSIN AVE SUITE 2780		US	DE	391566457	HARNISCHFEGER INDUSTRIES INC	19920703	1-LAF	1	1031	10-Q	20100731	2010	Q3	20100903	2010-09-03 12:19:00.0	0	1	joyg-20100730.xml	1	
0001144204-10-048067	350797	EATON VANCE CORP	6282	US	MA	BOSTON	02109	255 STATE STREET		6174828260	US	MA	BOSTON	02109	255 STATE STEET	11TH FLOOR	US	MD	042718215			1-LAF	1	1031	10-Q	20100731	2010	Q3	20100903	2010-09-03 08:11:00.0	0	0	ev-20100731.xml	1	
0001193125-10-204065	1336920	SAIC, INC.	7373	US	VA	MCLEAN	22102	1710 SAIC DRIVE		703-676-4300	US	VA	MCLEAN	22102	1710 SAIC DRIVE				203562868			1-LAF	0	0131	10-Q	20100731	2010	Q2	20100903	2010-09-02 18:01:00.0	0	0	sai-20100731.xml	1	
0001193125-10-204267	1051251	J CREW GROUP INC	5600	US	NY	NEW YORK	10003	770 BROADWAY		2122092500	US	NY	NEW YORK	10003	770 BROADWAY		US	DE	222894486			1-LAF	0	0131	10-Q	20100731	2010	Q2	20100903	2010-09-03 06:11:00.0	0	0	jcg-20100731.xml	1	
0001193125-10-204482	1373835	SPECTRA ENERGY CORP.	4923	US	TX	HOUSTON	77056	5400 WESTHEIMER COURT		704-382-8160	US	TX	HOUSTON	77056	5400 WESTHEIMER COURT		US	DE	205413139	GAS SPINCO, INC.	20060825	1-LAF	0	1231	10-Q/A	20100630	2010	Q2	20100903	2010-09-03 10:10:00.0	0	1	se-20100630.xml	1	
0001193125-10-204588	786110	GYMBOREE CORP	2300	US	CA	SAN FRANCISCO	94105	500 HOWARD STREET		415-278-7000	US	CA	SAN FRANCISCO	94105	500 HOWARD STREET		US	DE	942615258			1-LAF	0	0131	10-Q	20100731	2010	Q2	20100903	2010-09-03 12:45:00.0	0	0	gymb-20100731.xml	1	
0001193125-10-204674	1308161	NEWS CORP	2711	US	NY	NEW YORK	10036	1211 AVENUE OF THE AMERICAS		212-852-7000	US	NY	NEW YORK	10036	1211 AVENUE OF THE AMERICAS				260075658	NEWS CORPORATION, INC.	20041108	1-LAF	1	0630	10-K/A	20100630	2010	FY	20100903	2010-09-03 14:10:00.0	0	1	nws-20100630.xml	1	
